id,text,term,polarity,from,to,category,polarity2,,,,,term,category,,,combine
982,the real kicker of the menucomma howevercomma is the beef cubes or the chicken with chili and lemon grass.,,,,,food,positive,,,,,,food,,, food
3354,It was goodcomma but was not what I thought it would be.,,,,,anecdotes/miscellaneous,conflict,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
1323,The music is the best among all the Indian restaurants I have visited.,music,positive,4,9,,,,,,,music,,,,music 
1323,The music is the best among all the Indian restaurants I have visited.,,,,,ambience,positive,,,,,,ambience,,, ambience
2899,The bread and lamb chops I had before the meal were quite goodcomma however.,bread,positive,4,9,,,,,,,bread,,,,bread 
2899,The bread and lamb chops I had before the meal were quite goodcomma however.,lamb chops,positive,14,24,,,,,,,lamb chops,,,,lamb chops 
2899,The bread and lamb chops I had before the meal were quite goodcomma however.,meal,neutral,42,46,,,,,,,meal,,,,meal 
2899,The bread and lamb chops I had before the meal were quite goodcomma however.,,,,,food,positive,,,,,,food,,, food
1831,He always sayscomma I don't have customers.,,,,,anecdotes/miscellaneous,neutral,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
584,Rao's has the best service and atmosphere in NYC.,service,positive,19,26,,,,,,,service,,,,service 
584,Rao's has the best service and atmosphere in NYC.,atmosphere,positive,31,41,,,,,,,atmosphere,,,,atmosphere 
584,Rao's has the best service and atmosphere in NYC.,,,,,service,positive,,,,,,service,,, service
584,Rao's has the best service and atmosphere in NYC.,,,,,ambience,positive,,,,,,ambience,,, ambience
2906,instead ordered an ice cold beer which to me works with indian.,beer,positive,28,32,,,,,,,beer,,,,beer 
2906,instead ordered an ice cold beer which to me works with indian.,,,,,anecdotes/miscellaneous,neutral,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
3645,Good for dates or with friends.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
3048,They never brought us complimentary noodlescomma ignored repeated requests for sugarcomma and threw our dishes on the table.,noodles,negative,36,43,,,,,,,noodles,,,,noodles 
3048,They never brought us complimentary noodlescomma ignored repeated requests for sugarcomma and threw our dishes on the table.,sugar,negative,75,80,,,,,,,sugar,,,,sugar 
3048,They never brought us complimentary noodlescomma ignored repeated requests for sugarcomma and threw our dishes on the table.,dishes,negative,96,102,,,,,,,dishes,,,,dishes 
3048,They never brought us complimentary noodlescomma ignored repeated requests for sugarcomma and threw our dishes on the table.,,,,,service,negative,,,,,,service,,, service
1322,one of the best Chicken Tikka Masala.,Chicken Tikka Masala,positive,16,36,,,,,,,Chicken Tikka Masala,,,,Chicken Tikka Masala 
1322,one of the best Chicken Tikka Masala.,,,,,food,positive,,,,,,food,,, food
2089,Excellent dumplings served amid cleancomma chic decor.,dumplings,positive,10,19,,,,,,,dumplings,,,,dumplings 
2089,Excellent dumplings served amid cleancomma chic decor.,decor,positive,44,49,,,,,,,decor,,,,decor 
2089,Excellent dumplings served amid cleancomma chic decor.,,,,,food,positive,,,,,,food,,, food
2089,Excellent dumplings served amid cleancomma chic decor.,,,,,ambience,positive,,,,,,ambience,,, ambience
184,The kitchen howevercomma is almost always slow.,kitchen,negative,4,11,,,,,,,kitchen,,,,kitchen 
184,The kitchen howevercomma is almost always slow.,,,,,service,negative,,,,,,service,,, service
3697,The corned beef and pastrami are excellentcomma much less fatty than those big tourist places around Times Square.,corned beef,positive,4,15,,,,,,,corned beef,,,,corned beef 
3697,The corned beef and pastrami are excellentcomma much less fatty than those big tourist places around Times Square.,pastrami,positive,20,28,,,,,,,pastrami,,,,pastrami 
3697,The corned beef and pastrami are excellentcomma much less fatty than those big tourist places around Times Square.,,,,,food,positive,,,,,,food,,, food
2364,Cute placecomma nice wait staff but would never go there again.,wait staff,positive,17,27,,,,,,,wait staff,,,,wait staff 
2364,Cute placecomma nice wait staff but would never go there again.,place,positive,5,10,,,,,,,place,,,,place 
2364,Cute placecomma nice wait staff but would never go there again.,,,,,service,positive,,,,,,service,,, service
2364,Cute placecomma nice wait staff but would never go there again.,,,,,ambience,positive,,,,,,ambience,,, ambience
1573,We had a good time.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
1328,Alsocomma the hostess called me today to thank us for coming and mentioned how she hoped that my girlfriend enjoyed her birthday - unexpectedcomma but a truly above and beyond thing to do...,hostess,positive,10,17,,,,,,,hostess,,,,hostess 
1328,Alsocomma the hostess called me today to thank us for coming and mentioned how she hoped that my girlfriend enjoyed her birthday - unexpectedcomma but a truly above and beyond thing to do...,,,,,service,positive,,,,,,service,,, service
3588,people are rude bit again it's new york!,people,negative,0,6,,,,,,,people,,,,people 
3588,people are rude bit again it's new york!,,,,,service,conflict,,,,,,service,,, service
2082,We all felt it was worth it.,,,,,price,positive,,,,,,price,,, price
1482,The plain slice is great and if you get toppingscomma the whole slice is topped with themcomma not sparsely sprinkled on like some places.,plain slice,positive,4,15,,,,,,,plain slice,,,,plain slice 
1482,The plain slice is great and if you get toppingscomma the whole slice is topped with themcomma not sparsely sprinkled on like some places.,toppings,positive,40,48,,,,,,,toppings,,,,toppings 
1482,The plain slice is great and if you get toppingscomma the whole slice is topped with themcomma not sparsely sprinkled on like some places.,,,,,food,positive,,,,,,food,,, food
1372,Service was also horrible and the ambience is not that great.,Service,negative,0,7,,,,,,,Service,,,,Service 
1372,Service was also horrible and the ambience is not that great.,ambience,negative,34,42,,,,,,,ambience,,,,ambience 
1372,Service was also horrible and the ambience is not that great.,,,,,service,negative,,,,,,service,,, service
1372,Service was also horrible and the ambience is not that great.,,,,,ambience,negative,,,,,,ambience,,, ambience
1602,Service is greatcomma takeout is good too.,Service,positive,0,7,,,,,,,Service,,,,Service 
1602,Service is greatcomma takeout is good too.,takeout,positive,18,25,,,,,,,takeout,,,,takeout 
1602,Service is greatcomma takeout is good too.,,,,,food,positive,,,,,,food,,, food
1602,Service is greatcomma takeout is good too.,,,,,service,positive,,,,,,service,,, service
873,Based on the reviews on herecomma it appears that the restaurant is overwhelmed after the 7 PM.,,,,,anecdotes/miscellaneous,neutral,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
1473,The pizza is overpriced and soggy.,pizza,negative,4,9,,,,,,,pizza,,,,pizza 
1473,The pizza is overpriced and soggy.,,,,,food,positive,,,,,,food,,, food
1473,The pizza is overpriced and soggy.,,,,,price,positive,,,,,,price,,, price
929,Everything is excellentcomma the menu is quite extensivecomma and you eat with a view on both sides of the city.,menu,positive,29,33,,,,,,,menu,,,,menu 
929,Everything is excellentcomma the menu is quite extensivecomma and you eat with a view on both sides of the city.,view,positive,73,77,,,,,,,view,,,,view 
929,Everything is excellentcomma the menu is quite extensivecomma and you eat with a view on both sides of the city.,,,,,food,positive,,,,,,food,,, food
929,Everything is excellentcomma the menu is quite extensivecomma and you eat with a view on both sides of the city.,,,,,ambience,positive,,,,,,ambience,,, ambience
2738,You'll pay at least double at any other Italian restaurant in the citycomma and most still don't compare.,,,,,price,positive,,,,,,price,,, price
1675,For the quality of foodcomma a little too expensive.,quality of food,negative,8,23,,,,,,,quality of food,,,,quality of food 
1675,For the quality of foodcomma a little too expensive.,,,,,price,negative,,,,,,price,,, price
1675,For the quality of foodcomma a little too expensive.,,,,,food,negative,,,,,,food,,, food
321,Came looking for this place because I heard good things.,,,,,anecdotes/miscellaneous,neutral,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
249,I live on the street this place is on.,,,,,anecdotes/miscellaneous,neutral,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
3646,Horrible.,,,,,anecdotes/miscellaneous,negative,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
3220,Here's to the fake fish tanks too...,fish tanks,negative,19,29,,,,,,,fish tanks,,,,fish tanks 
3220,Here's to the fake fish tanks too...,,,,,ambience,negative,,,,,,ambience,,, ambience
2395,Its worth the wait though.,wait,conflict,14,18,,,,,,,wait,,,,wait 
2395,Its worth the wait though.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2746,I've never had bad service and the fish is fresh and delicious.,service,positive,19,26,,,,,,,service,,,,service 
2746,I've never had bad service and the fish is fresh and delicious.,fish,positive,35,39,,,,,,,fish,,,,fish 
2746,I've never had bad service and the fish is fresh and delicious.,,,,,food,positive,,,,,,food,,, food
2746,I've never had bad service and the fish is fresh and delicious.,,,,,service,positive,,,,,,service,,, service
2718,The first time I wentcomma and was completely taken by the live jazz band and atmospherecomma I ordered the Lobster Cobb Salad.,live jazz band,positive,55,69,,,,,,,live jazz band,,,,live jazz band 
2718,The first time I wentcomma and was completely taken by the live jazz band and atmospherecomma I ordered the Lobster Cobb Salad.,atmosphere,positive,74,84,,,,,,,atmosphere,,,,atmosphere 
2718,The first time I wentcomma and was completely taken by the live jazz band and atmospherecomma I ordered the Lobster Cobb Salad.,Lobster Cobb Salad,neutral,100,118,,,,,,,Lobster Cobb Salad,,,,Lobster Cobb Salad 
2718,The first time I wentcomma and was completely taken by the live jazz band and atmospherecomma I ordered the Lobster Cobb Salad.,,,,,food,neutral,,,,,,food,,, food
2718,The first time I wentcomma and was completely taken by the live jazz band and atmospherecomma I ordered the Lobster Cobb Salad.,,,,,ambience,positive,,,,,,ambience,,, ambience
2063,we decided to eat in tea room which was small and cute.,tea room,positive,21,29,,,,,,,tea room,,,,tea room 
2063,we decided to eat in tea room which was small and cute.,,,,,ambience,positive,,,,,,ambience,,, ambience
2691,What an amazing meal and experience!,meal,positive,16,20,,,,,,,meal,,,,meal 
2691,What an amazing meal and experience!,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2691,What an amazing meal and experience!,,,,,food,positive,,,,,,food,,, food
350,Unique apppetizers.,apppetizers,positive,7,18,,,,,,,apppetizers,,,,apppetizers 
350,Unique apppetizers.,,,,,food,positive,,,,,,food,,, food
2892,The staff has always been attentive and kindcomma and I've always been amazed at how they've handled all the various different group sizes that come in.,staff,positive,4,9,,,,,,,staff,,,,staff 
2892,The staff has always been attentive and kindcomma and I've always been amazed at how they've handled all the various different group sizes that come in.,,,,,service,positive,,,,,,service,,, service
3227,IT is the best deal in town for a Monday night dinner at a fine restaurant.,dinner,positive,47,53,,,,,,,dinner,,,,dinner 
3227,IT is the best deal in town for a Monday night dinner at a fine restaurant.,,,,,price,positive,,,,,,price,,, price
1692,Nothing special about this place.,,,,,anecdotes/miscellaneous,neutral,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
3684,Alsocomma the sandwiches (nearing $7) didn't come with anything like chips or a side.,sandwiches,negative,10,20,,,,,,,sandwiches,,,,sandwiches 
3684,Alsocomma the sandwiches (nearing $7) didn't come with anything like chips or a side.,chips,neutral,65,70,,,,,,,chips,,,,chips 
3684,Alsocomma the sandwiches (nearing $7) didn't come with anything like chips or a side.,side,neutral,76,80,,,,,,,side,,,,side 
3684,Alsocomma the sandwiches (nearing $7) didn't come with anything like chips or a side.,,,,,price,negative,,,,,,price,,, price
3556,and never strayed.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2104,The wait here is long for dim sumcomma but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gigcomma this is a sleek (for Chinatown) alternative.,wait,negative,4,8,,,,,,,wait,,,,wait 
2104,The wait here is long for dim sumcomma but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gigcomma this is a sleek (for Chinatown) alternative.,dim sum,neutral,26,33,,,,,,,dim sum,,,,dim sum 
2104,The wait here is long for dim sumcomma but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gigcomma this is a sleek (for Chinatown) alternative.,dim sum atmosphere,neutral,98,116,,,,,,,dim sum atmosphere,,,,dim sum atmosphere 
2104,The wait here is long for dim sumcomma but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gigcomma this is a sleek (for Chinatown) alternative.,tables,positive,65,71,,,,,,,tables,,,,tables 
2104,The wait here is long for dim sumcomma but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gigcomma this is a sleek (for Chinatown) alternative.,,,,,ambience,positive,,,,,,ambience,,, ambience
3612,Leave the kids at home!,,,,,anecdotes/miscellaneous,neutral,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2037,This place has good potentialcomma but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.,money,negative,111,116,,,,,,,money,,,,money 
2037,This place has good potentialcomma but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.,indian food,neutral,120,131,,,,,,,indian food,,,,indian food 
2037,This place has good potentialcomma but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.,,,,,anecdotes/miscellaneous,negative,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2037,This place has good potentialcomma but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.,,,,,price,negative,,,,,,price,,, price
2037,This place has good potentialcomma but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.,,,,,food,neutral,,,,,,food,,, food
693,Everything is always cooked to perfectioncomma the service is excellentcomma the decor cool and understated.,service,positive,47,54,,,,,,,service,,,,service 
693,Everything is always cooked to perfectioncomma the service is excellentcomma the decor cool and understated.,decor,positive,73,78,,,,,,,decor,,,,decor 
693,Everything is always cooked to perfectioncomma the service is excellentcomma the decor cool and understated.,,,,,food,positive,,,,,,food,,, food
693,Everything is always cooked to perfectioncomma the service is excellentcomma the decor cool and understated.,,,,,service,positive,,,,,,service,,, service
693,Everything is always cooked to perfectioncomma the service is excellentcomma the decor cool and understated.,,,,,ambience,positive,,,,,,ambience,,, ambience
2634,And all of that won't break your bank!,,,,,price,positive,,,,,,price,,, price
3184,The Thai food is good.,Thai food,positive,4,13,,,,,,,Thai food,,,,Thai food 
3184,The Thai food is good.,,,,,food,positive,,,,,,food,,, food
2752,Just moved to the neighborhood and we've been trying all the West Village Sushi restaurants.,,,,,anecdotes/miscellaneous,neutral,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
519,Great selection of winecomma and seafood.,selection of wine,positive,6,23,,,,,,,selection of wine,,,,selection of wine 
519,Great selection of winecomma and seafood.,seafood,positive,29,36,,,,,,,seafood,,,,seafood 
519,Great selection of winecomma and seafood.,,,,,food,positive,,,,,,food,,, food
2369,delicious.,,,,,food,positive,,,,,,food,,, food
379,Acceptable prices.,prices,positive,11,17,,,,,,,prices,,,,prices 
379,Acceptable prices.,,,,,price,positive,,,,,,price,,, price
726,Big thumbs up!,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
3005,we were seated at the sushi bar in front of yasuda.,sushi bar,neutral,22,31,,,,,,,sushi bar,,,,sushi bar 
3005,we were seated at the sushi bar in front of yasuda.,,,,,anecdotes/miscellaneous,neutral,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
3490,We have lived in Chelsea for two years and have never noticed this restaurant.,,,,,anecdotes/miscellaneous,neutral,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
3035,As I made the titlecomma it's an affordable restaurant for great taste.,taste,positive,61,66,,,,,,,taste,,,,taste 
3035,As I made the titlecomma it's an affordable restaurant for great taste.,,,,,food,positive,,,,,,food,,, food
3035,As I made the titlecomma it's an affordable restaurant for great taste.,,,,,price,positive,,,,,,price,,, price
1068,They even scoop it out nice (for those on a diet) not too much not to little.,,,,,service,positive,,,,,,service,,, service
2233,Definitely not worth the price!,price,negative,25,30,,,,,,,price,,,,price 
2233,Definitely not worth the price!,,,,,price,negative,,,,,,price,,, price
905,Orsaycomma is a very pleasnt throw back to traditional French foodcomma and French service as well.,French food,positive,51,62,,,,,,,French food,,,,French food 
905,Orsaycomma is a very pleasnt throw back to traditional French foodcomma and French service as well.,service,positive,75,82,,,,,,,service,,,,service 
905,Orsaycomma is a very pleasnt throw back to traditional French foodcomma and French service as well.,,,,,food,positive,,,,,,food,,, food
905,Orsaycomma is a very pleasnt throw back to traditional French foodcomma and French service as well.,,,,,service,positive,,,,,,service,,, service
2965,It's easy to get a table for a large group and you don't get hustled out.,table,positive,19,24,,,,,,,table,,,,table 
2965,It's easy to get a table for a large group and you don't get hustled out.,,,,,service,positive,,,,,,service,,, service
2405,Great food at reasonable prices.,food,positive,6,10,,,,,,,food,,,,food 
2405,Great food at reasonable prices.,prices,positive,25,31,,,,,,,prices,,,,prices 
2405,Great food at reasonable prices.,,,,,food,positive,,,,,,food,,, food
2405,Great food at reasonable prices.,,,,,price,positive,,,,,,price,,, price
1730,Salads are a delicious way to begin the meal.,Salads,positive,0,6,,,,,,,Salads,,,,Salads 
1730,Salads are a delicious way to begin the meal.,meal,positive,40,44,,,,,,,meal,,,,meal 
1730,Salads are a delicious way to begin the meal.,,,,,food,positive,,,,,,food,,, food
1120,I ordered tamarind duck and my wife ordered noodles with ground beefcomma and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.,tamarind duck,positive,10,23,,,,,,,tamarind duck,,,,tamarind duck 
1120,I ordered tamarind duck and my wife ordered noodles with ground beefcomma and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.,noodles with ground beef,positive,44,68,,,,,,,noodles with ground beef,,,,noodles with ground beef 
1120,I ordered tamarind duck and my wife ordered noodles with ground beefcomma and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.,dishes,positive,112,118,,,,,,,dishes,,,,dishes 
1120,I ordered tamarind duck and my wife ordered noodles with ground beefcomma and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.,Thai flavors,positive,126,138,,,,,,,Thai flavors,,,,Thai flavors 
1120,I ordered tamarind duck and my wife ordered noodles with ground beefcomma and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.,,,,,food,positive,,,,,,food,,, food
1193,That's why you have to pay more for that.,,,,,anecdotes/miscellaneous,neutral,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
3314,If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.,view,positive,80,84,,,,,,,view,,,,view 
3314,If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.,,,,,anecdotes/miscellaneous,neutral,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
3314,If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.,,,,,ambience,positive,,,,,,ambience,,, ambience
1889,I loved it.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2286,They're are better Taiwanese restaurants and they are located in Flushingcomma Queens.,,,,,anecdotes/miscellaneous,neutral,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
3516,The prices are about $9 for an entree for dinner and even less for lunch.,prices,positive,4,10,,,,,,,prices,,,,prices 
3516,The prices are about $9 for an entree for dinner and even less for lunch.,entree,positive,31,37,,,,,,,entree,,,,entree 
3516,The prices are about $9 for an entree for dinner and even less for lunch.,dinner,neutral,42,48,,,,,,,dinner,,,,dinner 
3516,The prices are about $9 for an entree for dinner and even less for lunch.,lunch,positive,67,72,,,,,,,lunch,,,,lunch 
3516,The prices are about $9 for an entree for dinner and even less for lunch.,,,,,price,positive,,,,,,price,,, price
2799,and you can't beat the prices.,prices,positive,23,29,,,,,,,prices,,,,prices 
2799,and you can't beat the prices.,,,,,price,positive,,,,,,price,,, price
1126,but I wouldn't wanna live there.,,,,,anecdotes/miscellaneous,neutral,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
1783,Arigato Gozimas Yuka!,,,,,anecdotes/miscellaneous,neutral,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
1668,Should you happen to be impressed by the cuisine definitely try it.,cuisine,positive,41,48,,,,,,,cuisine,,,,cuisine 
1668,Should you happen to be impressed by the cuisine definitely try it.,,,,,food,positive,,,,,,food,,, food
3264,I had the black cod with yuzu saucecomma which was wonderful.,black cod with yuzu sauce,positive,10,35,,,,,,,black cod with yuzu sauce,,,,black cod with yuzu sauce 
3264,I had the black cod with yuzu saucecomma which was wonderful.,,,,,food,positive,,,,,,food,,, food
2922,Prices too high for this cramped and unappealing resturant.,Prices,negative,0,6,,,,,,,Prices,,,,Prices 
2922,Prices too high for this cramped and unappealing resturant.,,,,,price,negative,,,,,,price,,, price
2922,Prices too high for this cramped and unappealing resturant.,,,,,ambience,negative,,,,,,ambience,,, ambience
2506,Tuk Tuk is one of the rare choices for me to go in Brooklyn.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2641,This quiet dark asian bistro is well worth the trip.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
497,I knew upon visiting NYC that I wanted to try an orginal deli.,,,,,anecdotes/miscellaneous,neutral,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
422,I would highly recommend this place!,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
1357,Total hipster-wannabe attitude in an otherwise sweet spot.,spot,positive,53,57,,,,,,,spot,,,,spot 
1357,Total hipster-wannabe attitude in an otherwise sweet spot.,,,,,service,negative,,,,,,service,,, service
1357,Total hipster-wannabe attitude in an otherwise sweet spot.,,,,,ambience,positive,,,,,,ambience,,, ambience
1670,Yescomma there might be a wait if you have no reservations.,wait,negative,22,26,,,,,,,wait,,,,wait 
1670,Yescomma there might be a wait if you have no reservations.,reservations,neutral,42,54,,,,,,,reservations,,,,reservations 
1670,Yescomma there might be a wait if you have no reservations.,,,,,service,negative,,,,,,service,,, service
122,Thank You Emilio.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2054,First of all Dal Bukhara Rocks.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
189,Everythingcomma from the soft breadcomma soggy saladcomma and 50 minute wait timecomma with an incredibly rude service to deliver below average food.,bread,negative,26,31,,,,,,,bread,,,,bread 
189,Everythingcomma from the soft breadcomma soggy saladcomma and 50 minute wait timecomma with an incredibly rude service to deliver below average food.,salad,negative,39,44,,,,,,,salad,,,,salad 
189,Everythingcomma from the soft breadcomma soggy saladcomma and 50 minute wait timecomma with an incredibly rude service to deliver below average food.,service,negative,95,102,,,,,,,service,,,,service 
189,Everythingcomma from the soft breadcomma soggy saladcomma and 50 minute wait timecomma with an incredibly rude service to deliver below average food.,food,negative,128,132,,,,,,,food,,,,food 
189,Everythingcomma from the soft breadcomma soggy saladcomma and 50 minute wait timecomma with an incredibly rude service to deliver below average food.,wait,negative,60,64,,,,,,,wait,,,,wait 
189,Everythingcomma from the soft breadcomma soggy saladcomma and 50 minute wait timecomma with an incredibly rude service to deliver below average food.,,,,,food,negative,,,,,,food,,, food
189,Everythingcomma from the soft breadcomma soggy saladcomma and 50 minute wait timecomma with an incredibly rude service to deliver below average food.,,,,,service,negative,,,,,,service,,, service
1941,- i asked for them spicy and they were delicious).,,,,,food,positive,,,,,,food,,, food
1410,It is terrificcomma as is the value.,,,,,food,positive,,,,,,food,,, food
1410,It is terrificcomma as is the value.,,,,,price,positive,,,,,,price,,, price
1488,The sicilian is my favorite it is moist not dry like most places but all their pizza is great!,pizza,positive,79,84,,,,,,,pizza,,,,pizza 
1488,The sicilian is my favorite it is moist not dry like most places but all their pizza is great!,sicilian,positive,4,12,,,,,,,sicilian,,,,sicilian 
1488,The sicilian is my favorite it is moist not dry like most places but all their pizza is great!,,,,,food,positive,,,,,,food,,, food
2190,Downstairs lounge is always a good attraction,Downstairs lounge,positive,0,17,,,,,,,Downstairs lounge,,,,Downstairs lounge 
2190,Downstairs lounge is always a good attraction,,,,,ambience,positive,,,,,,ambience,,, ambience
2653,The menu prices are a bit expensive for what you get in quality and portion size.,menu prices,negative,4,15,,,,,,,menu prices,,,,menu prices 
2653,The menu prices are a bit expensive for what you get in quality and portion size.,quality,negative,56,63,,,,,,,quality,,,,quality 
2653,The menu prices are a bit expensive for what you get in quality and portion size.,portion size,negative,68,80,,,,,,,portion size,,,,portion size 
2653,The menu prices are a bit expensive for what you get in quality and portion size.,,,,,price,negative,,,,,,price,,, price
2653,The menu prices are a bit expensive for what you get in quality and portion size.,,,,,food,negative,,,,,,food,,, food
2973,The food was amazingcomma and the service was prompt and helpfulcomma but not over-bearing or rushed.,food,positive,4,8,,,,,,,food,,,,food 
2973,The food was amazingcomma and the service was prompt and helpfulcomma but not over-bearing or rushed.,service,positive,30,37,,,,,,,service,,,,service 
2973,The food was amazingcomma and the service was prompt and helpfulcomma but not over-bearing or rushed.,,,,,food,positive,,,,,,food,,, food
2973,The food was amazingcomma and the service was prompt and helpfulcomma but not over-bearing or rushed.,,,,,service,positive,,,,,,service,,, service
365,(food was delivered by a busboycomma not waiter) We got no cheese offered for the pastacomma our water and wine glasses remained EMPTY our entire mealcomma when we would have easily spent another $20 on wine.,food,neutral,1,5,,,,,,,food,,,,food 
365,(food was delivered by a busboycomma not waiter) We got no cheese offered for the pastacomma our water and wine glasses remained EMPTY our entire mealcomma when we would have easily spent another $20 on wine.,busboy,negative,25,31,,,,,,,busboy,,,,busboy 
365,(food was delivered by a busboycomma not waiter) We got no cheese offered for the pastacomma our water and wine glasses remained EMPTY our entire mealcomma when we would have easily spent another $20 on wine.,waiter,negative,37,43,,,,,,,waiter,,,,waiter 
365,(food was delivered by a busboycomma not waiter) We got no cheese offered for the pastacomma our water and wine glasses remained EMPTY our entire mealcomma when we would have easily spent another $20 on wine.,cheese,negative,55,61,,,,,,,cheese,,,,cheese 
365,(food was delivered by a busboycomma not waiter) We got no cheese offered for the pastacomma our water and wine glasses remained EMPTY our entire mealcomma when we would have easily spent another $20 on wine.,pasta,negative,78,83,,,,,,,pasta,,,,pasta 
365,(food was delivered by a busboycomma not waiter) We got no cheese offered for the pastacomma our water and wine glasses remained EMPTY our entire mealcomma when we would have easily spent another $20 on wine.,water and wine glasses,negative,89,111,,,,,,,water and wine glasses,,,,water and wine glasses 
365,(food was delivered by a busboycomma not waiter) We got no cheese offered for the pastacomma our water and wine glasses remained EMPTY our entire mealcomma when we would have easily spent another $20 on wine.,wine,neutral,191,195,,,,,,,wine,,,,wine 
365,(food was delivered by a busboycomma not waiter) We got no cheese offered for the pastacomma our water and wine glasses remained EMPTY our entire mealcomma when we would have easily spent another $20 on wine.,meal,neutral,138,142,,,,,,,meal,,,,meal 
365,(food was delivered by a busboycomma not waiter) We got no cheese offered for the pastacomma our water and wine glasses remained EMPTY our entire mealcomma when we would have easily spent another $20 on wine.,,,,,service,negative,,,,,,service,,, service
136,The takeout is great too since they give high quality tupperware as well.,takeout,positive,4,11,,,,,,,takeout,,,,takeout 
136,The takeout is great too since they give high quality tupperware as well.,,,,,service,positive,,,,,,service,,, service
2236,The food was not freshcomma the sauces were bland and very oily.,food,negative,4,8,,,,,,,food,,,,food 
2236,The food was not freshcomma the sauces were bland and very oily.,sauces,negative,28,34,,,,,,,sauces,,,,sauces 
2236,The food was not freshcomma the sauces were bland and very oily.,,,,,food,negative,,,,,,food,,, food
274,Off the beaten pathcomma this jewel of a restaurant shines just one block away from the plethora of 6th street Indian restaurants.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2483,Could be pricey without a prix fixe meal.,prix fixe meal,negative,26,40,,,,,,,prix fixe meal,,,,prix fixe meal 
2483,Could be pricey without a prix fixe meal.,,,,,price,negative,,,,,,price,,, price
1096,This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.,ambiance,positive,58,66,,,,,,,ambiance,,,,ambiance 
